country,pillar,direction,years_applicable,t5_magnitude,did_mean,blended_magnitude,ci_lower_95,ci_upper_95,confidence,blend_method,tier_v2,source,policy_name,is_task9
Argentina,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Argentina Staff Report,Capital Controls & Exchange Restrictions,False
Argentina,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,Banco Central de la República Argentina – Monetary Policy Statements 2023‑2024,Monetary Tightening Cycle,False
Argentina,Manufacturing,negative,2024-2027,-10.0,1.82,-2.91,1.57,2.08,Medium,T5(40%) + DiD(60%),High,"World Bank Country Overview – Argentina 2024, Investment Climate Assessment",Industrial Promotion Law (2022) – Limited Implementation,False
Argentina,Digital,negative,2024-2026,-8.0,3.28,-1.23,2.84,3.73,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2024 – Argentina Chapter,Broadband Expansion Lag,False
United Arab Emirates,FDI,negative,2024-2027,-10.0,4.73,-1.16,4.45,5.0,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2023 - United Arab Emirates,FDI Inflow Moderation,False
United Arab Emirates,Banking,positive,2024-2025,5.0,-0.99,3.2,-1.16,-0.83,High,T5(70%) + DiD(30%),High,Central Bank of UAE - 2023 Monetary Policy Statements,Central Bank Rate Cuts 2023,False
United Arab Emirates,Manufacturing,positive,2024-2027,8.0,-1.92,2.05,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,Dubai Economic Development Authority - Dubai Industrial Strategy 2030 (2023 update),Dubai Industrial Strategy 2030,False
United Arab Emirates,Digital,positive,2024-2027,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,UAE Ministry of Economy - AI and Digital Economy Strategy 2024,UAE AI and Digital Economy Strategy 2024,False
Cyprus,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation – Cyprus 2024,FDI Incentive Review 2023,False
Cyprus,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,World Bank – Cyprus Country Overview 2024,Central Bank Rate Hold and Credit Tightening,False
Cyprus,Manufacturing,negative,2024-2026,-9.0,1.82,-2.51,1.57,2.08,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2024 – Cyprus,Industrial Revitalisation Plan 2022‑2025,False
Cyprus,Digital,positive,2024-2027,10.0,1.9,7.57,1.66,2.14,High,T5(70%) + DiD(30%),High,Cyprus Ministry of Finance – Digital Strategy Announcement 2023,National Digital Strategy 2023,False
New Zealand,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – New Zealand,FDI Inflow Decline 2023,False
New Zealand,Banking,positive,2024-2025,5.0,-0.99,3.2,-1.16,-0.83,High,T5(70%) + DiD(30%),High,RBNZ Monetary Policy Statement June 2024,RBNZ Rate Easing 2024,False
New Zealand,Manufacturing,positive,2024-2027,8.0,-1.92,2.05,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,World Bank – New Zealand Country Overview 2024,Advanced Manufacturing Growth Initiative,False
New Zealand,Digital,positive,2024-2027,5.0,1.9,3.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2024 – New Zealand Chapter,National Broadband Network Expansion,False
Honduras,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,"UNCTAD, World Investment Report 2024",FDI Incentive Suspension,False
Honduras,Banking,negative,2024-2025,-14.0,1.32,-9.4,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF, Article IV Consultation 2023",Monetary Tightening Cycle,False
Honduras,Manufacturing,positive,2024-2027,9.0,-1.92,2.45,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,"World Bank, Honduras Country Overview 2024",Industrial Development Plan 2023‑2027,False
Bhutan,Banking,negative,2024-2026,-5.0,1.32,-1.21,1.1,1.55,Medium,T5(40%) + DiD(60%),High,Royal Monetary Authority press release 2024,Policy Rate Hike 2023-2024,False
Bhutan,FDI,negative,2024-2025,-3.0,4.73,-1.64,4.45,5.0,Medium,T5(40%) + DiD(60%),High,Asian Development Bank Country Report: Bhutan 2024,FDI Review 2024,False
Bhutan,Digital,positive,2024-2027,8.0,1.9,6.17,1.66,2.14,High,T5(70%) + DiD(30%),High,Asian Development Bank project brief 2024,Digital Bhutan Initiative,False
Gabon,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank - Gabon Investment Climate Assessment 2024,FDI Incentive Suspension,False
Gabon,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF - Article IV Consultation, Gabon, 2023",Monetary Tightening Cycle,False
Gabon,Manufacturing,negative,2024-2026,-9.0,1.82,-5.75,1.57,2.08,High,T5(70%) + DiD(30%),High,"UNCTAD - World Investment Report 2024, Gabon",Industrial Policy Delay,False
Gabon,Digital,positive,2024-2027,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"Gabon Ministry of Digital Economy - Press Release, Dec 2023",National Broadband Expansion Plan,False
Solomon Islands,FDI,negative,2024-2026,-7.0,4.73,-0.04,4.45,5.0,Medium,T5(40%) + DiD(60%),High,Asian Development Bank,FDI Review 2023,False
Solomon Islands,Banking,negative,2024-2025,-5.0,1.32,-1.21,1.1,1.55,Medium,T5(40%) + DiD(60%),High,Asian Development Bank,Banking Sector Stress Assessment,False
Solomon Islands,Digital,positive,2024-2027,3.0,1.9,2.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,World Bank,Digital Connectivity Initiative,False
Cuba,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation – Cuba, 2024",Restrictions on Foreign Investment,False
Cuba,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,"World Bank Country Overview – Cuba, 2023",Tightening Credit Conditions,False
Cuba,Manufacturing,negative,2024-2027,-10.0,1.82,-2.91,1.57,2.08,Medium,T5(40%) + DiD(60%),High,"UNCTAD World Investment Report – Cuba, 2023",Stagnant Industrial Policy,False
Cuba,Digital,negative,2024-2026,-8.0,3.28,-1.23,2.84,3.73,Medium,T5(40%) + DiD(60%),High,"World Bank Country Overview – Cuba, 2023",Limited Broadband Expansion,False
Haiti,Banking,negative,2024-2027,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation, Haiti 2023, Monetary Policy Section",Monetary Tightening Cycle 2023-2024,False
South Sudan,Banking,negative,2024-2026,-12.0,1.32,-4.01,1.1,1.55,Medium,T5(40%) + DiD(60%),High,Trading Economics,Monetary Policy Rate Hike Q1 2024,False
South Sudan,FDI,negative,2024-2025,-8.0,4.73,-0.36,4.45,5.0,Medium,T5(40%) + DiD(60%),High,African Development Bank Country Report 2024,FDI Restrictions Review,False
India,FDI,negative,2024-2025,-12.0,4.73,-12.0,4.45,5.0,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
India,FDI,positive,2026-2027,10.0,-3.19,10.0,-3.38,-3.0,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
India,Banking,positive,2024-2025,5.0,-0.99,5.0,-1.16,-0.83,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
India,Banking,positive,2026-2027,8.0,-0.99,8.0,-1.16,-0.83,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
India,Manufacturing,positive,2024-2027,15.0,-1.92,15.0,-2.14,-1.71,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
India,Digital,positive,2024-2027,12.0,1.9,12.0,1.66,2.14,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
United States,FDI,positive,2024-2027,6.0,-3.19,6.0,-3.38,-3.0,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
United States,Banking,negative,2024,-5.0,1.32,-5.0,1.1,1.55,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
United States,Banking,positive,2025-2027,6.0,-0.99,6.0,-1.16,-0.83,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
United States,Manufacturing,positive,2024-2027,18.0,-1.92,18.0,-2.14,-1.71,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
United States,Digital,positive,2024-2027,14.0,1.9,14.0,1.66,2.14,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
Viet Nam,FDI,positive,2024-2027,12.0,-3.19,12.0,-3.38,-3.0,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
Viet Nam,Banking,negative,2024-2025,-15.0,1.32,-15.0,1.1,1.55,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
Viet Nam,Banking,negative,2026-2027,-3.0,1.32,-3.0,1.1,1.55,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
Viet Nam,Manufacturing,positive,2024-2027,14.0,-1.92,14.0,-2.14,-1.71,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
Viet Nam,Digital,positive,2024-2027,14.0,1.9,14.0,1.66,2.14,High,Task 9 original (manually verified),High,Original Task 9 — manual research,Task 9 verified factor,True
